orf_name	Length	Mol_weight	PI
1038409-1038697(-)_1	14	1755.18	12.1015
1038910-1040458(-)_1	515	59702.94	9.2705
1040860-1043125(-)_1	754	85308.43	6.2637
1043553-1046649(+)_1	1031	117518.92	4.6069
1047009-1051353(-)_1	1447	161941.27	7.56
1051846-1052434(-)_1	195	22445.42	4.0629
1052675-1053995(-)_1	439	50618.65	5.7198
1054295-1055789(+)_1	497	56381.69	4.3275
1056000-1057236(+)_1	411	47457.33	5.2419
1057405-1059475(+)_1	689	78019.78	9.3593
1059669-1061835(-)_1	721	83214.11	5.5359
1062327-1066860(+)_1	1510	174518.38	5.9547
1067532-1071207(+)_1	1224	142330.28	5.1004
1071455-1072421(+)_1	321	36642.01	10.5352
1072709-1073570(+)_1	286	33042.3	10.6654
1073792-1075880(-)_1	695	77711.19	5.2685
1076378-1076948(-)_1	189	21625.59	10.3412
1078572-1080396(-)_1	607	69564.98	6.2219
1080195-1080396(-)_1	6	749.84	7.0002
1080998-1082711(-)_1	570	62900.28	7.4288
1085752-1087465(-)_1	570	62651.04	7.4954
1088233-1088617(-)_1	67	7995.22	10.0965
1089105-1090809(-)_1	567	62735.85	7.3467
1093311-1094772(-)_1	486	55010.18	4.1074
1095299-1096265(+)_1	321	36406.35	9.3483
1096509-1098006(-)_1	498	54492.37	10.0484
1098591-1100382(-)_1	596	64193.91	4.6331
1102589-1104647(-)_1	685	79465.3	9.5173
1105105-1107703(+)_1	865	98717.12	9.1872
1108238-1109207(+)_1	322	35936.92	4.8639
1109755-1110715(+)_1	319	34429.2	5.2575
1111206-1112349(+)_1	380	41234.27	6.86
1112572-1115407(+)_1	944	111498.08	7.2235
1115648-1116017(-)_1	122	14224.01	4.4838
1116512-1118183(+)_1	556	62129.62	5.2586
1118383-1121332(-)_1	982	112635.16	9.7144
1121858-1122713(-)_1	284	32712.22	4.4387
1123136-1125149(-)_1	670	75131.32	6.3547
1125626-1127003(+)_1	458	53003.25	5.2161
1128013-1128280(+)_1	16	1914.4	11.6501
1128745-1130113(-)_1	455	52044.39	7.8613
1130421-1132305(-)_1	627	72330.12	4.9958
1132869-1133635(+)_1	206	23780.8	8.0192
1133923-1134862(+)_1	312	34639.89	6.5027
1135039-1137631(-)_1	863	96794.41	8.1035
1137845-1139186(-)_1	446	50618.75	8.4834
1139497-1141033(+)_1	511	58590.59	8.0399
1141193-1142234(-)_1	346	39377.06	4.7414
1142831-1143401(+)_1	24	2847.57	12.8073
1143400-1143928(+)_1	175	20297.71	4.7717
1143950-1144868(-)_1	305	35776.4	9.8672
1145203-1145470(+)_1	21	2601.07	10.7236
1145611-1147033(-)_1	473	52853.14	7.8749
1147280-1148762(+)_1	493	56370.53	9.9053
1149073-1149379(+)_1	101	11354.17	10.7169
1149811-1150069(-)_1	4	514.66	5.55
1150645-1153681(+)_1	1011	113311.64	7.6246
1153770-1154007(-)_1	28	3383.11	9.8101
1154669-1156577(+)_1	635	71435.63	6.0075
1157019-1158464(+)_1	106	12002.88	11.6358
1158760-1159075(-)_1	27	3109.67	8.9918
1159968-1160301(+)_1	110	11080.13	3.8043
1160435-1161152(-)_1	238	27264.86	4.4674
1161736-1162564(-)_1	275	30125.7	4.3721
1163758-1166287(+)_1	842	93319.25	6.2297
1166607-1168506(+)_1	632	72316.55	8.4817
1168667-1170332(-)_1	554	61210.49	8.3847
1170706-1172125(+)_1	472	51906.3	5.8161
1172996-1174961(+)_1	654	73580.47	10.1088
1175419-1177327(-)_1	635	71292.41	4.954
1178150-1178849(-)_1	232	26316.67	5.4377
1179501-1180512(+)_1	336	38684.77	7.5482
1180705-1182076(+)_1	456	53510.75	9.1621
1182471-1183758(+)_1	428	47915.71	5.1711
1184095-1186930(+)_1	944	108418.77	4.3628
1187146-1187678(-)_1	137	15765.95	4.6783
1188226-1190164(+)_1	645	72326.07	4.548
1190796-1191459(+)_1	220	25060.63	5.3966
1191774-1192797(+)_1	340	37832.34	5.3439
1192937-1194407(-)_1	489	56459.54	8.9908
1195336-1196947(+)_1	536	61244.3	6.0667
1197447-1197963(-)_1	171	19058.06	7.7208
1198417-1199203(+)_1	261	30171.73	10.3677
1200035-1204637(+)_1	1533	172632.88	7.6259
1204869-1208733(-)_1	1287	147672.79	8.2301
1209008-1209653(-)_1	214	23530.29	7.0109
1210123-1212913(+)_1	929	102958.7	6.363
1213151-1213874(-)_1	240	27899.66	9.1939
1214148-1215174(-)_1	341	38076.65	9.978
1215468-1216176(+)_1	235	27924.4	10.2432
1216372-1217461(-)_1	362	43096.85	9.3793
1217801-1218926(-)_1	374	41997.53	4.9343
1219204-1221751(+)_1	848	98985.95	4.8406
1222366-1222864(+)_1	165	17780.58	10.0777
1223878-1225786(+)_1	635	72360.73	8.2255
1227756-1232424(+)_1	1555	166582.91	4.4712
1232827-1235677(+)_1	949	108031.33	6.2054
1236080-1238534(-)_1	817	91260.85	6.5101
1238806-1240018(-)_1	403	45836.27	5.3014
1240173-1240401(-)_1	19	2357.76	11.6501
1240827-1242705(+)_1	625	70737.38	6.9011
1242942-1244124(+)_1	393	46106.9	5.5058
1244194-1244983(-)_1	262	30360.8	5.613
1245221-1246046(-)_1	274	30495.46	6.8612
1246245-1249215(-)_1	989	112335.87	6.6061
1249524-1250769(+)_1	414	45297.32	5.3582
1251974-1253579(+)_1	534	60864.96	4.3955
1253707-1254694(-)_1	328	37810.46	5.4793
1255557-1257681(+)_1	707	78397.62	9.6796
1258074-1258497(+)_1	140	16153.83	3.7092
1258990-1260109(+)_1	372	41831.11	7.7352
1260402-1261455(+)_1	350	39781.46	10.088
1261527-1261824(-)_1	15	1772.11	7.9891
1261824-1262241(-)_1	138	15837.64	6.8582
1262453-1262732(-)_1	12	1541.87	9.15
1263374-1265129(+)_1	584	66579.95	9.9172
1265374-1265920(-)_1	181	19839.86	5.0623
1266559-1270861(-)_1	1433	161429.47	5.5241
1271238-1273281(+)_1	680	77572.5	9.4571
1275055-1275961(+)_1	301	34153.41	8.774
1276156-1276900(-)_1	140	16306.93	11.1508
1277411-1278716(+)_1	434	50575.03	6.2444
1278901-1280224(-)_1	440	52361.08	9.2321
1281223-1282097(+)_1	74	8921.14	11.7475
1282411-1283452(-)_1	346	38423.59	10.5106
1284149-1286174(+)_1	674	77684.75	8.3734
1286392-1286422(-)_1	1	149.21	5.55
1286427-1286854(-)_1	110	12197.16	10.5853
1287550-1288114(-)_1	187	20576.33	6.9895
1288740-1290639(+)_1	632	70164.01	4.4089
1291054-1300861(+)_1	3268	374304.83	4.8139
1301304-1303290(-)_1	661	76242.62	9.9741
1303556-1304693(-)_1	378	43762.95	8.47
1305056-1306022(+)_1	321	37982.16	5.6348
1306757-1306997(-)_1	5	563.67	3.8497
1307299-1307743(+)_1	147	17294.12	11.0392
1308040-1309627(+)_1	528	58952.14	7.7148
1310182-1314508(+)_1	1441	163349.7	9.8275
1314667-1315900(-)_1	410	47086.94	4.2028
1316456-1319201(+)_1	914	102142.69	10.0023
1319405-1320080(-)_1	224	25880.87	4.2188
1320394-1320922(+)_1	175	18989.8	4.5312
1321087-1322590(-)_1	500	57494.92	7.7011
1323572-1323950(+)_1	26	3146.84	12.5331
1324714-1325566(+)_1	283	31875.94	6.7468
1325873-1327283(-)_1	469	55753.84	8.5007
1328811-1331445(-)_1	877	98581.19	10.3316
1331788-1332463(-)_1	224	25171.54	6.375
1333666-1335565(+)_1	632	71703.12	6.6182
1335857-1336454(+)_1	198	22686.25	10.4378
1336494-1338147(-)_1	550	62841.93	6.0017
1338681-1339653(+)_1	323	37018.52	9.0737
1339811-1341512(-)_1	566	62868.7	4.832
1341705-1342101(-)_1	131	15134.94	10.2714
1342431-1343766(+)_1	444	51739.56	4.7696
1344065-1345994(+)_1	642	74298.87	5.8106
1346121-1348521(-)_1	799	90789.79	4.9052
1348755-1349442(-)_1	228	25875.66	4.1422
1349693-1350320(-)_1	208	22794.07	5.3042
1350538-1352125(-)_1	528	59244.38	5.4125
1352342-1353227(+)_1	294	33993.51	4.3173
1353353-1355630(-)_1	758	85240.26	9.7998
1356262-1357213(+)_1	316	36302.58	8.5362
1357562-1357931(+)_1	122	13922.06	10.6894
1358283-1359369(+)_1	361	41195.95	10.6323
1359468-1362507(-)_1	1012	117093.12	4.8426
1362794-1364765(-)_1	656	75074.56	6.861
1365083-1366838(-)_1	584	64060.33	6.6274
1367235-1368384(-)_1	382	43840.97	5.0877
1369433-1371689(+)_1	751	86762.05	5.4914
1371822-1372080(-)_1	36	4178.05	10.741
1373022-1374594(+)_1	523	58582.52	8.2991
1374991-1376146(-)_1	384	42249.92	4.9863
1376741-1377566(-)_1	274	31421.06	8.3954
1378430-1380935(-)_1	834	94812.81	6.5482
1381478-1383308(-)_1	609	69649.66	6.3444
1385208-1388619(-)_1	1136	129320.68	9.7132
1389277-1391269(-)_1	663	73561.98	6.8011
1392238-1392544(+)_1	101	11627.11	4.6565
1392839-1393241(+)_1	133	15903.21	8.4752
1393830-1394262(+)_1	143	15883.47	7.1339
1394371-1395823(-)_1	483	55653.02	9.1276
1396250-1397600(+)_1	449	51558.02	9.6847
1397807-1399310(-)_1	500	55989.95	6.0717
1400068-1401184(+)_1	371	41056.17	5.2287
1401461-1402994(+)_1	510	58146.28	4.7075
1403269-1403680(+)_1	136	14510.91	5.1293
1403909-1406225(-)_1	771	88344.12	7.3018
1406579-1407989(-)_1	469	52276.2	7.7344
1408344-1409817(-)_1	490	55859.34	8.2479
1410335-1411763(-)_1	475	54161.19	10.2101
1412727-1413045(+)_1	24	2811.21	9.0353
1413411-1413648(+)_1	20	2277.83	9.849
1413906-1415208(+)_1	433	49960.9	4.6704
1417689-1418958(+)_1	422	48051.37	5.5466
1419239-1419623(-)_1	127	14540.76	5.6905
1419864-1420842(-)_1	325	36876.25	6.6508
1421298-1422402(+)_1	367	40882.06	5.1817
1422454-1423609(-)_1	384	44732.68	4.5207
1424232-1424946(-)_1	237	25663.87	4.9573
1427986-1429696(+)_1	569	63515.86	6.3957
1430879-1431608(+)_1	242	26623.16	9.7115
1432061-1433573(+)_1	503	56143.58	5.4701
1436941-1437424(+)_1	160	17839.37	5.0739
1438748-1439288(-)_1	179	21593.69	9.9205
1441243-1442278(-)_1	344	38533.59	6.3863
1894-2746(-)_1	283	32357.14	7.5469
3079-3310(-)_1	23	2543.96	7.0019
3314-3890(-)_1	191	21516.12	5.2484
4119-4488(+)_1	25	2930.55	9.7608
4488-5403(+)_1	304	32809.44	4.6341
6120-8259(-)_1	712	81105.88	6.8943
11235-11610(-)_1	124	13134.97	4.9556
15758-17513(-)_1	584	68040.11	5.1127
18369-20214(+)_1	614	68414.34	6.7829
21302-21533(-)_1	54	6317.32	8.2479
23158-24667(+)_1	502	56283.93	5.9911
25101-26805(-)_1	567	63326.85	7.2355
28070-28401(-)_1	52	6088.98	6.702
29108-29594(+)_1	161	18929.58	7.5562
30047-31934(+)_1	628	70394.56	7.9552
32194-33646(-)_1	483	53572.28	9.193
34086-35859(-)_1	590	66057.08	8.631
36760-38605(+)_1	36	4134.95	10.443
38890-41899(-)_1	1002	113583.76	8.2643
42407-44234(-)_1	608	65658.06	6.6258
44690-44912(-)_1	15	1729.12	12.801
45537-47205(+)_1	555	62115.71	5.265
47312-48017(-)_1	234	27378.5	9.748
49405-50689(+)_1	427	47761.32	4.6199
50786-53849(-)_1	1020	115346.99	4.7645
54956-55454(-)_1	165	17794.61	10.0777
56140-58339(-)_1	732	84175.38	6.0105
58812-60342(+)_1	509	58300.7	9.2526
60617-61391(+)_1	257	29279.16	5.6062
61883-63065(-)_1	393	43935.03	11.3725
65811-66174(+)_1	120	12842.68	5.6231
66911-67370(-)_1	152	17258.97	4.3975
67577-68990(-)_1	470	50881.97	6.7213
69815-70979(-)_1	387	42762.82	6.045
71020-71212(-)_1	27	3258.88	4.4788
71906-72413(+)_1	168	18692.16	10.6634
72673-75550(+)_1	958	106191.08	7.8964
75961-77521(+)_1	519	57044.26	5.5415
78094-79582(+)_1	495	55754.2	5.5173
80206-81613(+)_1	468	50102.77	4.4993
81785-82127(-)_1	113	12644.48	10.2634
82618-83302(+)_1	227	25452.91	4.9168
83504-84698(-)_1	397	42418.75	3.977
85151-86627(-)_1	491	56990.85	4.9633
87108-87591(-)_1	15	1572.82	8.032
87729-88263(+)_1	177	19196.7	4.7751
89641-89864(-)_1	24	2834.34	8.032
91891-93688(+)_1	598	67296.34	6.9078
95563-98512(+)_1	982	109132.26	5.2247
98888-102536(+)_1	1215	135392.71	6.6709
103284-103830(+)_1	181	19852.96	10.5917
103832-104129(+)_1	27	3192.01	10.8554
104408-105353(-)_1	314	35892.43	6.7372
106778-107261(+)_1	160	16350.6	7.914
107930-108311(+)_1	126	13568.9	7.7155
108569-112157(-)_1	1195	137029.64	6.6607
113270-113918(+)_1	215	23422.0	8.0429
114514-116563(-)_1	682	78725.81	6.5049
117407-121802(+)_1	1464	166388.64	4.6899
122160-122964(+)_1	267	29242.47	6.9543
123201-123465(+)_1	87	10182.58	7.6737
124636-126319(-)_1	560	61020.12	7.8856
126508-127312(-)_1	267	30283.21	4.5842
127490-128342(+)_1	283	32065.78	9.3251
128823-128955(-)_1	43	4859.02	12.0588
129703-130711(+)_1	335	38112.92	4.7225
130818-132264(-)_1	481	56301.99	6.5388
132674-134429(+)_1	584	65318.46	6.1998
134969-136706(+)_1	578	63169.76	4.7631
138140-138905(+)_1	203	22947.07	3.7674
139434-141549(+)_1	704	80867.14	5.7427
142914-143760(-)_1	281	31197.02	5.1232
145873-147922(+)_1	682	74252.27	7.0821
148353-149370(+)_1	338	37222.95	9.3893
149788-150664(-)_1	291	32347.45	6.4997
150869-151898(+)_1	342	39398.4	10.1097
152226-152541(+)_1	15	1955.44	11.7679
152668-153961(-)_1	430	49014.25	5.6455
154250-154925(-)_1	224	24668.29	4.506
157562-159851(+)_1	762	88536.98	7.9793
161127-161829(+)_1	233	27166.5	9.2547
162065-163431(-)_1	380	42527.38	5.8434
163899-164595(+)_1	231	24934.65	9.7386
164869-166762(+)_1	630	71993.16	6.6816
167065-168628(+)_1	520	57501.39	9.4129
168811-170368(+)_1	518	60150.73	8.0805
170551-171201(-)_1	72	7648.67	4.4511
172158-176259(-)_1	1366	158348.33	5.2793
176443-176821(+)_1	125	14439.1	4.2916
176951-177656(-)_1	234	25351.15	6.0883
179560-180286(+)_1	241	23900.42	4.5642
179560-179761(+)_1	9	1054.23	8.7571
182357-182954(+)_1	198	22586.79	6.7271
183375-186810(+)_1	1144	130250.63	7.1168
187129-188749(+)_1	539	59664.96	9.7939
189062-191297(+)_1	744	83471.98	7.7996
191642-191762(-)_1	11	1259.59	8.0228
192954-193989(+)_1	344	38461.67	4.8115
194171-196454(-)_1	760	84217.28	9.7803
196624-197290(-)_1	221	25241.03	5.5097
197546-198902(+)_1	448	50402.74	8.0265
198964-199228(-)_1	23	2454.79	5.7676
199853-201188(+)_1	444	49574.64	6.7533
201577-203149(+)_1	523	60318.95	5.9358
203455-205510(+)_1	684	78215.73	4.9469
205699-206560(+)_1	286	30249.94	5.4139
206809-209566(+)_1	918	103102.72	6.083
209856-211440(+)_1	527	57894.84	6.5903
212557-213388(-)_1	276	30878.67	6.0767
213878-215132(-)_1	417	46623.96	4.3352
215589-216756(-)_1	388	42479.53	9.8898
217463-218054(-)_1	196	22374.84	11.1809
218321-218768(+)_1	148	16860.82	4.1643
218974-219646(-)_1	223	24467.07	4.7217
219962-222599(+)_1	878	99238.93	7.5407
222964-226099(-)_1	1044	116362.34	4.6323
226666-227233(+)_1	188	21235.4	4.6154
227458-227893(+)_1	144	15834.16	11.0201
228178-230011(-)_1	610	68386.15	6.2651
230670-231636(+)_1	321	37953.14	5.1838
231639-233040(-)_1	466	53839.3	4.4944
233642-234205(-)_1	35	4019.02	7.7959
234545-236747(+)_1	733	79678.91	10.0525
237219-239505(+)_1	761	87697.06	8.213
239693-240248(+)_1	184	21013.7	6.7394
240523-241873(-)_1	449	49178.53	6.3562
242330-242777(-)_1	148	17163.19	9.5212
243214-244537(-)_1	53	6174.32	11.219
244789-246277(-)_1	495	55629.15	8.7283
247930-248362(+)_1	143	16744.12	5.8772
248541-251214(-)_1	890	99655.15	9.6637
251698-252874(-)_1	391	44822.75	5.6616
254760-255042(+)_1	14	1453.62	3.8497
255760-257713(+)_1	650	74795.15	4.9068
258025-258487(-)_1	153	17540.38	11.5404
258705-260184(+)_1	492	57014.79	6.6869
260398-261982(-)_1	527	58101.64	6.433
262788-263691(-)_1	300	33504.23	9.7052
266093-267725(-)_1	543	61420.69	9.2931
268986-269880(-)_1	297	32443.73	5.5174
270544-272211(-)_1	497	54321.85	5.203
270717-272211(-)_1	497	54321.85	5.203
273518-274282(-)_1	25	3076.69	10.9344
274855-275245(-)_1	129	13897.93	5.6142
275917-276241(+)_1	107	12279.12	10.1266
276774-278022(+)_1	415	46502.65	6.0598
278723-280310(+)_1	528	58186.41	5.2408
280758-282372(+)_1	537	58202.09	4.6837
282522-283848(-)_1	441	47455.16	8.1383
284146-284899(-)_1	250	27802.74	5.713
285927-286575(+)_1	215	23997.43	7.0381
286913-288428(-)_1	504	56033.97	9.9065
289369-291043(-)_1	557	62430.71	6.2382
292652-292734(-)_1	9	1190.39	9.849
293965-294694(-)_1	242	26487.28	4.7801
297828-299004(+)_1	391	43741.47	6.5487
300489-300975(+)_1	161	19093.43	6.5618
301473-303237(+)_1	587	65256.12	7.8049
303799-306391(+)_1	863	95419.9	8.2907
307364-310028(+)_1	887	99457.16	6.3749
310358-310775(-)_1	138	15763.67	5.0126
311244-311634(+)_1	129	14385.16	11.1625
312503-314066(+)_1	520	56809.93	7.6715
314783-315680(+)_1	171	19809.92	10.9677
316171-316638(+)_1	32	3741.6	10.979
316922-319712(-)_1	929	106307.27	8.0631
323093-325052(-)_1	652	75340.94	9.9888
325388-326930(-)_1	513	58150.05	6.6362
327475-328114(+)_1	212	23416.34	8.8814
328522-330406(+)_1	627	72429.88	8.1154
331234-332644(+)_1	469	51144.16	5.421
332842-334507(-)_1	554	62280.5	9.9579
334740-335598(-)_1	285	31680.67	9.8529
335640-336021(+)_1	126	13658.75	10.5538
336198-336819(-)_1	206	24270.51	11.0222
337063-338794(+)_1	576	63958.24	8.7144
339163-340891(+)_1	575	65964.34	6.9955
341750-343745(-)_1	664	72740.35	10.4576
344282-344522(-)_1	5	610.68	3.7498
344526-345921(-)_1	464	50566.42	4.7518
346524-348048(+)_1	507	56731.71	5.9613
348430-350734(-)_1	767	85849.95	6.1896
350971-351037(-)_1	5	647.83	9.15
351424-351805(+)_1	126	14205.06	4.472
351896-356189(-)_1	1430	164608.57	8.8648
356475-356976(-)_1	92	10330.65	4.3308
357296-357914(-)_1	205	22593.89	5.0781
358509-359712(+)_1	400	42888.36	4.6071
360242-361832(+)_1	529	58120.04	5.2622
364148-364428(+)_1	58	6996.28	10.2908
364469-366719(+)_1	749	85471.45	7.5868
367075-368032(-)_1	318	34732.9	6.3357
368530-369283(+)_1	250	28278.11	6.353
369470-370763(-)_1	430	48289.63	9.1218
372046-372649(+)_1	200	22461.62	11.3265
373521-375450(+)_1	642	69834.16	4.7581
375725-376343(+)_1	205	24187.6	4.9565
376748-380915(-)_1	1388	157410.28	5.4102
381235-382171(+)_1	311	36526.44	9.0873
382389-383487(-)_1	365	40520.53	8.5414
384147-386532(-)_1	794	86293.51	9.2362
387647-390989(-)_1	1113	122621.34	4.2661
391450-394711(-)_1	1086	123324.88	9.3175
396074-396629(+)_1	184	20966.63	9.8812
396780-398901(-)_1	706	81199.25	7.2528
399446-402572(-)_1	1041	115461.16	8.5422
403167-403740(-)_1	190	21705.89	10.2669
404257-405067(-)_1	269	29872.98	4.5636
405638-406514(+)_1	115	12316.4	10.8245
407024-408131(-)_1	368	41036.45	5.7665
408586-409933(-)_1	448	49011.38	8.79
410223-410958(+)_1	244	26760.27	4.3367
411879-413367(-)_1	495	55338.79	7.3241
413819-415397(+)_1	525	60447.71	9.0017
416221-417940(-)_1	572	64280.92	6.9652
419110-421537(+)_1	808	91681.11	6.6588
422300-423086(-)_1	261	29708.59	10.9678
423388-424459(+)_1	356	40581.04	6.9897
424752-425379(+)_1	208	24163.5	8.7238
426175-429601(+)_1	1141	127188.36	9.0735
429982-431311(-)_1	442	50010.1	5.9516
432794-433154(+)_1	119	13446.77	11.5242
434035-439219(-)_1	1727	192204.29	8.5202
440992-442451(+)_1	142	16058.34	5.2214
446241-446565(+)_1	107	11924.57	4.6506
447617-448154(+)_1	178	20738.65	5.7532
450060-450134(+)_1	4	378.44	5.55
450959-452315(+)_1	451	51134.33	5.8286
452698-453181(-)_1	160	18197.11	10.2113
455717-456398(-)_1	226	26371.8	4.5544
456721-458392(+)_1	556	65172.67	10.3126
458616-460077(+)_1	486	54546.22	10.801
460296-461187(-)_1	296	34310.78	9.0461
461463-462750(+)_1	428	47433.19	4.5893
462970-465388(-)_1	805	92886.2	8.3773
465721-466936(-)_1	404	45828.51	8.3391
467768-468050(+)_1	93	10450.03	4.3431
468158-470030(-)_1	623	72295.75	7.4966
470489-471212(+)_1	240	26914.15	9.8093
471388-472651(-)_1	420	48026.58	6.1596
473575-474022(+)_1	148	15406.47	4.287
474681-474755(+)_1	4	378.44	5.55
474888-477618(-)_1	909	101986.58	6.9224
477839-479171(-)_1	443	49117.62	6.6557
479222-479987(-)_1	254	29063.0	9.8109
480206-481415(+)_1	402	44793.69	10.7869
481542-488025(-)_1	2160	244370.87	8.9166
488504-489554(-)_1	349	39544.26	7.9669
489976-492382(+)_1	801	92688.4	5.461
494066-495722(-)_1	551	61190.99	10.3906
496645-497074(-)_1	142	15644.69	5.2903
498905-499907(-)_1	333	38991.07	10.135
500171-502433(-)_1	753	87379.79	8.1857
502607-503309(-)_1	233	26233.54	6.1138
504897-509304(+)_1	1468	168406.05	6.3715
509906-511640(+)_1	577	64341.12	5.4695
512278-516994(+)_1	1571	178037.48	5.9806
517720-520273(+)_1	850	93108.09	8.5069
520639-522280(-)_1	546	62641.87	6.9912
522963-525360(+)_1	798	90526.79	9.2459
525567-526275(+)_1	235	26290.21	8.3373
526696-529024(+)_1	775	89282.77	5.7478
529146-535632(-)_1	2161	246802.63	5.1353
535825-537889(+)_1	687	79766.42	6.8463
538040-538775(-)_1	244	27550.78	4.2492
539082-539979(-)_1	28	3398.99	9.98
541317-544692(+)_1	1124	127624.45	9.9812
545261-546065(+)_1	267	30148.43	4.5883
546466-547729(+)_1	420	46160.75	7.9163
548095-549203(+)_1	223	24720.87	4.9025
549402-550206(-)_1	267	31410.11	4.571
550545-550800(-)_1	3	362.45	10.0
552508-553219(+)_1	236	26874.16	10.3739
553301-553937(-)_1	211	24019.7	7.8367
557816-558062(-)_1	54	6378.41	7.7443
558124-558499(+)_1	124	13175.08	4.9556
561896-565859(+)_1	1320	138994.08	5.1356
4108-4804(+)_1	231	26594.45	6.9678
6514-7096(-)_1	193	21873.35	10.21
7119-7182(-)_1	1	149.21	5.55
7172-7535(-)_1	96	10622.08	4.4013
13226-15173(-)_1	648	70724.63	8.871
15790-17566(+)_1	591	62111.58	5.5051
21252-21441(-)_1	13	1525.92	11.8223
21439-21808(-)_1	31	3473.02	8.0109
22859-24260(+)_1	466	53553.97	6.9616
26321-26813(-)_1	163	19035.97	6.8648
26929-27253(-)_1	107	12454.45	9.299
27254-27842(-)_1	42	4660.43	11.2211
27822-28050(-)_1	19	2224.65	9.1413
28922-30632(+)_1	569	63090.39	7.0543
31535-33446(-)_1	636	70097.73	7.0294
37284-38955(-)_1	556	62415.85	7.9705
39519-41154(+)_1	544	59052.56	8.1548
43237-46918(-)_1	1226	127694.42	4.2876
48734-51308(-)_1	857	95639.36	7.1254
52258-54130(+)_1	623	70565.48	9.5954
54288-55623(-)_1	444	50297.51	6.1951
55867-58012(+)_1	714	82207.67	5.7914
58263-58887(+)_1	207	24064.67	9.3205
59035-59800(-)_1	254	28940.66	4.7892
60061-60970(-)_1	302	33729.39	5.2342
61127-63152(-)_1	674	76418.51	4.8336
63653-63950(+)_1	17	1970.38	4.4209
64078-64342(+)_1	16	1911.39	12.8136
64560-66432(+)_1	623	71082.7	5.5867
66761-68384(+)_1	540	60668.17	8.5168
68672-70085(-)_1	360	40230.04	6.004
70748-71369(-)_1	206	23214.25	4.9319
71717-73091(+)_1	457	50922.7	4.3693
74143-78202(+)_1	1352	153017.71	9.1814
78397-79377(-)_1	259	30181.25	9.5917
79630-79987(-)_1	3	319.42	5.55
80851-84067(+)_1	1071	119591.85	5.2708
84450-89733(-)_1	1760	195976.61	6.3374
90464-91157(+)_1	230	26126.12	5.7031
92072-93230(+)_1	385	41885.14	7.3985
93304-94408(-)_1	367	42166.17	6.5692
94582-95452(-)_1	289	33059.05	6.1658
95657-97151(-)_1	497	58019.54	9.1907
97827-99123(+)_1	431	47843.09	8.3343
99373-102454(-)_1	1026	116889.76	7.1165
103060-105580(-)_1	839	97618.05	9.2152
106231-108526(+)_1	764	87722.88	4.3315
108644-110156(-)_1	503	57573.55	5.7768
111117-112689(+)_1	523	57489.82	9.3957
115089-116589(-)_1	499	53941.97	7.8204
117123-117354(+)_1	24	2675.33	9.2809
117405-117885(-)_1	159	18046.8	5.3151
118120-119653(-)_1	510	55655.98	9.5858
120679-121009(+)_1	109	11662.64	4.8037
121287-123387(-)_1	699	79681.76	4.6615
124076-124517(+)_1	24	2807.4	9.6637
125841-127482(+)_1	546	60827.22	8.7706
128587-129193(-)_1	201	21886.62	4.3353
129581-131933(+)_1	783	86826.68	6.7374
132626-136313(+)_1	1228	141654.38	6.1481
136687-143119(+)_1	2143	246207.71	5.6507
143555-144203(+)_1	215	23505.7	6.9351
144996-147483(+)_1	828	95982.37	7.2784
147729-150366(-)_1	878	99181.05	7.8004
150705-150779(-)_1	10	1081.37	7.7994
152466-154287(-)_1	606	69409.02	9.5615
154494-155823(+)_1	442	50805.9	9.7856
156509-157121(+)_1	203	23653.48	10.9415
157420-159940(+)_1	839	96184.63	6.8209
160083-160584(-)_1	166	19782.62	7.0423
160823-161744(+)_1	306	34386.23	5.882
161938-163285(-)_1	448	52144.17	8.0986
163552-165160(+)_1	535	62175.17	5.4341
166325-166988(-)_1	220	25926.36	5.9704
167174-168236(-)_1	353	39753.25	6.7637
172620-173709(+)_1	362	40307.45	5.3311
173976-174627(+)_1	73	9070.39	8.1291
176699-177026(+)_1	108	12039.2	11.0176
177359-178196(-)_1	278	33207.52	10.4339
178575-179292(+)_1	238	27872.12	8.8439
181609-182086(-)_1	158	18290.89	8.4398
182374-183400(+)_1	341	38642.86	9.6625
184193-189881(+)_1	1895	217173.69	7.0069
190172-190910(-)_1	245	27530.96	10.7293
191744-192609(+)_1	146	16608.51	10.8345
192994-193345(-)_1	116	12613.13	11.7715
193502-193698(+)_1	20	2377.91	9.9026
194050-194770(-)_1	239	27635.15	8.2948
195642-195903(-)_1	21	2426.96	10.7883
196578-197247(+)_1	222	25260.93	7.1279
201070-202177(+)_1	368	42400.01	5.8261
203152-204793(+)_1	546	61041.33	7.9261
205441-206257(+)_1	271	30972.31	10.2148
206372-207374(-)_1	333	37189.46	6.2504
208818-209709(-)_1	296	34283.74	7.2174
209883-210099(-)_1	23	2686.25	10.8425
210840-211998(+)_1	385	44261.81	10.1
212340-215418(-)_1	1025	119849.3	4.8171
215776-216862(+)_1	361	39827.5	7.1164
217264-217825(+)_1	186	19940.22	8.377
218863-219163(-)_1	18	2125.39	9.7608
219576-220686(+)_1	369	42793.56	6.5743
220962-221799(-)_1	278	31883.87	9.5675
222652-224581(+)_1	642	71421.95	9.2256
225354-227079(+)_1	574	63390.55	7.9293
227598-230382(+)_1	927	105984.66	6.9326
230679-231417(-)_1	245	28538.6	6.6886
232053-233064(+)_1	336	38644.89	9.7773
