orf_name	Length	Mol_weight	PI
1381478-1383308(-)__1	53	6160.19	10.7857
1383502-1383618(-)__1	11	1326.53	5.8614
1385208-1388619(-)__1	71	8524.34	10.8034
1389277-1391269(-)__1	49	5711.89	12.5215
1392238-1392544(+)__1	28	3355.08	9.2749
1392839-1393241(+)__1	6	704.81	5.3422
1393830-1394262(+)__1	30	3395.14	10.2378
1394371-1395823(-)__1	50	5872.94	10.6118
1396250-1397600(+)__1	125	14592.29	11.0652
1397807-1399310(-)__1	55	6008.73	9.5597
1400068-1401184(+)__1	95	10141.59	8.7711
1401461-1402994(+)__1	60	6852.11	10.0669
1403269-1403680(+)__1	47	5415.26	8.5564
1403909-1406225(-)__1	44	5210.47	11.0734
1406579-1407989(-)__1	23	2863.56	10.3266
1408344-1409817(-)__1	56	6197.1	10.7864
1410335-1411763(-)__1	51	6235.25	9.9377
1412217-1412304(+)__1	22	2539.01	7.1605
1412727-1413045(+)__1	11	1164.53	5.5289
1413411-1413648(+)__1	34	4080.6	3.9849
1413906-1415208(+)__1	33	3684.29	9.1628
1417689-1418958(+)__1	61	7082.55	11.1774
1419239-1419623(-)__1	33	3736.36	10.7842
1419864-1420842(-)__1	42	4854.52	10.3537
1421298-1422402(+)__1	58	6891.96	10.9795
1422454-1423609(-)__1	23	2673.05	4.4258
1424232-1424946(-)__1	45	5080.85	8.0679
1427986-1429696(+)__1	59	6608.01	10.4443
1430879-1431608(+)__1	27	2961.37	7.8002
1432061-1433573(+)__1	59	6968.13	12.2625
1436941-1437424(+)__1	31	3623.44	9.3572
1438748-1439288(-)__1	19	2280.61	9.274
1441243-1442278(-)__1	25	3193.93	10.9324
2-86(-)__1	5	791.93	10.0
1894-2746(-)__1	39	4534.47	10.472
3079-3310(-)__1	36	4228.06	11.0567
3314-3890(-)__1	21	2537.12	8.0247
4119-4488(+)__1	23	2788.27	5.3399
4488-5403(+)__1	145	16645.48	9.9863
6120-8259(-)__1	46	5267.03	4.733
11235-11610(-)__1	57	6459.92	12.3815
15758-17513(-)__1	74	8652.31	11.1657
17615-17789(+)__1	12	1302.59	8.9962
18369-20214(+)__1	46	5066.97	4.544
21302-21533(-)__1	24	2726.29	11.4306
23158-24667(+)__1	68	8001.38	11.5764
25101-26805(-)__1	75	9265.2	11.6721
28070-28401(-)__1	11	1254.48	6.4348
29108-29594(+)__1	45	5142.05	11.2105
30047-31934(+)__1	60	6925.08	7.6351
32194-33646(-)__1	52	5878.87	6.4145
34086-35859(-)__1	87	9888.42	10.0685
36760-38605(+)__1	65	7542.86	10.1414
38890-41899(-)__1	112	13390.41	10.216
42407-44234(-)__1	84	9416.73	5.5742
44690-44912(-)__1	27	3237.01	10.3328
45537-47205(+)__1	109	12068.56	10.5108
47312-48017(-)__1	19	2265.76	9.2348
49405-50689(+)__1	29	3559.06	8.7423
50786-53849(-)__1	33	3639.44	10.7731
54956-55454(-)__1	15	1625.95	5.5096
56140-58339(-)__1	34	3927.7	9.2799
58812-60342(+)__1	34	3811.42	7.1301
60617-61391(+)__1	29	3522.98	6.0162
61883-63065(-)__1	70	8083.39	9.4842
64102-64173(-)__1	1	149.21	5.55
65811-66174(+)__1	7	829.03	12.5163
66911-67370(-)__1	39	4387.42	11.3594
67577-68990(-)__1	55	6393.61	10.0957
69815-70979(-)__1	46	4938.8	8.5397
71020-71212(-)__1	25	2778.34	5.4283
71906-72413(+)__1	76	7965.99	10.0563
72673-75550(+)__1	98	11440.58	11.4291
75961-77521(+)__1	101	11704.74	7.6959
78094-79582(+)__1	35	4213.96	10.9325
80206-81613(+)__1	67	7349.71	12.364
81785-82127(-)__1	27	3326.87	9.8356
82618-83302(+)__1	52	5915.89	8.5323
83504-84698(-)__1	74	8447.97	10.6188
85151-86627(-)__1	80	9188.53	9.061
87108-87591(-)__1	19	2096.53	11.4779
87729-88263(+)__1	38	4094.74	10.6486
89641-89864(-)__1	14	1679.01	9.1413
91891-93688(+)__1	72	8099.82	11.3076
95275-95357(+)__1	12	1352.53	5.55
95563-98512(+)__1	46	5251.27	9.7315
98888-102536(+)__1	50	5840.43	3.7098
103284-103830(+)__1	34	3929.57	11.5792
103832-104129(+)__1	33	3802.47	10.8677
104408-105353(-)__1	72	8425.92	8.9135
106778-107261(+)__1	40	4611.46	6.9695
107930-108311(+)__1	30	3458.11	7.7919
108569-112157(-)__1	47	5459.44	11.5133
113270-113918(+)__1	18	2157.68	7.9984
114514-116563(-)__1	43	5195.08	9.1644
117407-121802(+)__1	71	8052.34	11.5581
122160-122964(+)__1	32	3583.21	6.9142
123201-123465(+)__1	28	3357.88	12.1411
124636-126319(-)__1	113	13178.13	10.694
126508-127312(-)__1	26	2938.35	10.947
127490-128342(+)__1	61	6880.57	10.3044
128823-128955(-)__1	3	409.54	5.55
129703-130711(+)__1	59	6515.26	10.8311
130818-132264(-)__1	43	4951.55	7.1301
132674-134429(+)__1	87	9550.87	10.2884
134969-136706(+)__1	54	6911.37	11.3967
137238-137310(-)__1	3	385.48	7.0004
138140-138905(+)__1	25	2914.45	8.5722
139434-141549(+)__1	61	7121.37	8.4503
141743-141816(-)__1	13	1397.7	3.8497
142680-142752(+)__1	13	1429.56	4.109
142914-143760(-)__1	78	8892.08	10.4661
145873-147922(+)__1	98	11561.6	7.9227
148353-149370(+)__1	28	3296.91	9.1521
149788-150664(-)__1	32	3762.46	7.2012
150869-151898(+)__1	28	3550.17	9.4997
152226-152541(+)__1	9	1142.3	9.1672
152668-153961(-)__1	32	3910.88	10.0621
154250-154925(-)__1	29	3440.17	9.0268
157562-159851(+)__1	39	4669.55	11.5237
161127-161829(+)__1	67	8231.5	10.1756
162065-163431(-)__1	69	8229.51	10.7915
163899-164595(+)__1	80	9081.4	7.8877
164869-166762(+)__1	52	5968.72	4.478
167065-168628(+)__1	97	11485.18	11.2941
168811-170368(+)__1	44	5373.42	11.5965
170551-171201(-)__1	24	2816.25	3.4246
172158-176259(-)__1	50	5727.44	6.2264
176443-176821(+)__1	39	4471.46	9.9259
176951-177656(-)__1	63	7394.71	8.7252
179560-180286(+)__1	31	3533.0	8.0
179560-179761(+)__1	25	2874.4	9.1867
181640-181712(+)__1	17	2112.67	12.8136
182357-182954(+)__1	21	2365.96	12.9883
183375-186810(+)__1	52	6295.38	12.4077
187129-188749(+)__1	31	3627.88	5.493
189062-191297(+)__1	49	5670.6	8.5045
191642-191762(-)__1	3	345.46	5.55
191775-191910(-)__1	5	661.82	12.5
192954-193989(+)__1	82	9601.96	9.2443
194171-196454(-)__1	73	7998.38	9.3048
196624-197290(-)__1	38	4374.07	10.6152
197546-198902(+)__1	54	6464.73	10.9569
198964-199228(-)__1	20	2243.73	9.1275
199853-201188(+)__1	40	4597.4	10.91
201577-203149(+)__1	51	6037.96	11.2183
203455-205510(+)__1	55	6319.21	7.9214
205699-206560(+)__1	60	6566.72	9.5638
206809-209566(+)__1	49	5738.71	8.7161
209856-211440(+)__1	59	6890.1	7.9524
212286-212358(+)__1	2	248.34	5.55
212557-213388(-)__1	27	3231.65	5.4711
213878-215132(-)__1	108	12350.94	9.8755
215589-216756(-)__1	64	7264.99	10.6213
217463-218054(-)__1	33	3773.3	10.8985
218321-218768(+)__1	15	1781.07	5.9482
218974-219646(-)__1	57	6640.68	10.2472
219962-222599(+)__1	41	4908.93	10.713
222964-226099(-)__1	48	5582.36	8.0011
226666-227233(+)__1	44	4941.64	10.4666
227458-227893(+)__1	23	2692.97	8.0616
228178-230011(-)__1	67	7850.01	8.7486
230670-231636(+)__1	29	3411.01	10.3199
231639-233040(-)__1	33	3707.12	5.5669
233642-234205(-)__1	38	4293.87	7.0021
234545-236747(+)__1	53	6090.99	10.3516
237219-239505(+)__1	33	3954.54	10.4732
239693-240248(+)__1	29	3201.55	7.8331
240523-241873(-)__1	41	4802.51	8.484
242330-242777(-)__1	46	5163.9	10.3177
243214-244537(-)__1	41	4698.63	11.5502
244789-246277(-)__1	51	5841.89	10.9344
247930-248362(+)__1	21	2560.03	12.023
248541-251214(-)__1	80	9411.63	10.5376
251698-252874(-)__1	27	3166.7	11.576
254359-254431(+)__1	10	1090.29	5.5284
254760-255042(+)__1	8	975.13	7.3175
255760-257713(+)__1	61	7206.57	9.3426
258025-258487(-)__1	45	4900.54	8.5434
258705-260184(+)__1	41	4947.97	6.0642
260398-261982(-)__1	70	7495.41	5.6358
262788-263691(-)__1	49	5654.66	9.9376
265005-265116(-)__1	9	991.23	5.8399
266093-267725(-)__1	53	6083.08	10.3573
268986-269880(-)__1	36	4321.13	10.637
270544-272211(-)__1	79	9213.89	12.5087
270717-272211(-)__1	62	7105.28	5.4018
273518-274282(-)__1	44	5051.99	10.6235
274855-275245(-)__1	46	5272.28	12.676
275917-276241(+)__1	27	3041.52	9.8366
276774-278022(+)__1	32	3797.34	5.6291
278723-280310(+)__1	51	5474.37	9.9222
280758-282372(+)__1	66	7512.9	8.4643
282522-283848(-)__1	66	7624.97	9.7198
284146-284899(-)__1	82	9529.11	10.2772
285927-286575(+)__1	46	5360.1	9.2236
286913-288428(-)__1	58	6754.18	9.7252
289369-291043(-)__1	39	4572.27	7.7921
292652-292734(-)__1	2	206.26	5.55
293965-294694(-)__1	18	2069.43	8.054
297828-299004(+)__1	24	2673.94	9.849
300489-300975(+)__1	35	4139.83	10.9325
301473-303237(+)__1	72	8446.74	11.3543
303799-306391(+)__1	46	5308.31	8.5581
307364-310028(+)__1	62	7242.53	8.5079
310358-310775(-)__1	42	4743.37	7.196
311244-311634(+)__1	9	1156.41	11.1404
312503-314066(+)__1	38	4058.82	7.8331
314783-315680(+)__1	83	9594.06	9.9678
316171-316638(+)__1	20	2514.99	8.9918
316922-319712(-)__1	72	8342.54	7.215
323093-325052(-)__1	41	4942.05	10.8985
325388-326930(-)__1	53	6117.86	5.6443
327475-328114(+)__1	25	2944.48	5.9851
328522-330406(+)__1	62	7315.21	7.7149
331234-332644(+)__1	31	3516.05	9.2341
332842-334507(-)__1	43	5005.98	10.8677
334740-335598(-)__1	56	6592.89	11.1355
335640-336021(+)__1	43	4931.95	12.3342
336198-336819(-)__1	61	7159.61	9.3229
337063-338794(+)__1	72	8667.45	11.1909
339163-340891(+)__1	33	4302.05	11.1774
341174-341420(-)__1	37	4230.91	8.0213
341750-343745(-)__1	81	8711.35	10.695
344282-344522(-)__1	10	1209.48	12.5163
344526-345921(-)__1	43	4583.36	8.8201
346524-348048(+)__1	53	6322.49	9.464
348430-350734(-)__1	62	7391.66	7.9934
350971-351037(-)__1	11	1436.62	4.2577
351424-351805(+)__1	21	2342.93	11.6508
351896-356189(-)__1	97	11517.15	8.4504
356475-356976(-)__1	21	2341.85	12.5163
357296-357914(-)__1	34	4000.62	10.8311
358509-359712(+)__1	41	4376.92	9.2581
360242-361832(+)__1	80	9012.37	4.2126
363928-364000(+)__1	9	892.98	5.79
364148-364428(+)__1	44	5040.74	7.9457
364469-366719(+)__1	43	5156.18	11.0196
367075-368032(-)__1	40	4596.45	10.8366
368530-369283(+)__1	55	6581.69	7.1038
369470-370763(-)__1	57	6644.58	7.0042
372046-372649(+)__1	46	5091.79	8.917
373521-375450(+)__1	51	5824.77	9.6883
375725-376343(+)__1	46	5346.43	12.3533
376748-380915(-)__1	60	7249.44	11.1937
381235-382171(+)__1	62	7601.99	11.6659
382389-383487(-)__1	57	6571.91	9.3503
384147-386532(-)__1	93	10729.91	11.5695
387647-390989(-)__1	63	7174.36	8.1077
391450-394711(-)__1	64	7619.04	9.7504
396074-396629(+)__1	24	2759.31	4.2577
396780-398901(-)__1	53	6106.31	11.3393
399446-402572(-)__1	48	5375.19	10.6387
403167-403740(-)__1	27	3085.49	8.7551
404257-405067(-)__1	48	5630.45	11.3324
405638-406514(+)__1	62	7077.25	10.4108
407024-408131(-)__1	46	4990.71	10.4473
408586-409933(-)__1	60	6649.82	5.547
410223-410958(+)__1	53	6051.99	10.6141
411879-413367(-)__1	64	7168.23	8.9187
413819-415397(+)__1	29	3390.11	11.5766
416221-417940(-)__1	63	7336.64	10.7009
419110-421537(+)__1	59	6731.78	9.6313
422300-423086(-)__1	44	5015.98	11.9702
423388-424459(+)__1	57	6651.98	12.2121
424752-425379(+)__1	20	2377.75	12.053
426175-429601(+)__1	67	7767.73	9.9931
429982-431311(-)__1	39	4234.08	7.6783
432794-433154(+)__1	33	3611.07	4.1808
434035-439219(-)__1	60	7100.97	7.8539
440992-442451(+)__1	36	4354.13	6.4249
443076-443148(-)__1	4	519.66	10.0
444248-444321(-)__1	8	1059.25	8.6413
446241-446565(+)__1	38	4388.06	11.9702
447617-448154(+)__1	45	5421.47	11.8209
450060-450134(+)__1	7	908.13	12.5
450959-452315(+)__1	80	9425.15	11.4764
452698-453181(-)__1	34	4251.91	9.898
454860-454934(-)__1	14	1465.56	5.9483
455717-456398(-)__1	36	3889.44	4.5973
456721-458392(+)__1	39	4355.08	6.8736
458616-460077(+)__1	37	4393.44	9.8803
460296-461187(-)__1	36	4309.95	9.7487
461463-462750(+)__1	47	5180.08	7.9737
462970-465388(-)__1	59	6705.02	11.2595
465721-466936(-)__1	44	4617.52	12.2626
467768-468050(+)__1	41	4648.45	9.0093
468158-470030(-)__1	79	8649.07	12.5179
470489-471212(+)__1	39	4549.2	4.242
471388-472651(-)__1	50	5539.24	8.9897
473575-474022(+)__1	50	6078.29	9.1799
474681-474755(+)__1	5	633.81	11.6501
474888-477618(-)__1	50	5828.73	8.4955
477839-479171(-)__1	65	7347.24	11.1069
479222-479987(-)__1	69	7697.82	12.1656
480206-481415(+)__1	43	4862.65	6.0816
481542-488025(-)__1	84	9880.69	12.2602
488504-489554(-)__1	73	8139.56	8.2397
489976-492382(+)__1	34	3743.64	9.6571
492505-492577(-)__1	7	949.09	7.0013
494066-495722(-)__1	41	4703.52	7.0013
496645-497074(-)__1	23	2639.08	9.0864
498905-499907(-)__1	37	4460.53	13.1204
500171-502433(-)__1	41	4821.73	5.5699
502607-503309(-)__1	48	5464.15	8.9103
504897-509304(+)__1	63	7339.51	9.5713
509906-511640(+)__1	67	8012.5	10.2297
512278-516994(+)__1	44	4826.74	9.4516
517720-520273(+)__1	60	6927.44	9.8092
520639-522280(-)__1	41	4608.36	7.3176
522963-525360(+)__1	53	6090.87	8.6444
525567-526275(+)__1	33	4210.98	12.2854
526696-529024(+)__1	31	3505.13	10.4288
529146-535632(-)__1	105	12319.09	6.4284
535825-537889(+)__1	40	4332.05	11.5495
538040-538775(-)__1	34	4079.99	10.239
539082-539979(-)__1	16	1654.92	8.0141
541317-544692(+)__1	54	6259.39	11.1581
545261-546065(+)__1	72	7966.36	9.6575
546466-547729(+)__1	41	4756.68	10.947
548095-549203(+)__1	54	6151.24	10.2171
549402-550206(-)__1	72	8651.12	10.3697
550545-550800(-)__1	2	277.38	9.15
550921-550995(-)__1	5	505.59	5.55
552508-553219(+)__1	34	3913.38	5.3566
553301-553937(-)__1	29	3360.98	6.1025
557816-558062(-)__1	64	7253.52	10.1699
558124-558499(+)__1	52	5919.91	12.3361
561896-565859(+)__1	99	11611.56	9.4385
4108-4804(+)__1	63	7084.71	9.9435
6435-6513(-)__1	1	149.21	5.55
6514-7096(-)__1	31	3756.73	11.38
7096-7120(-)__1	3	359.48	5.55
7119-7182(-)__1	10	1197.41	8.0246
7172-7535(-)__1	13	1467.62	12.5
13226-15173(-)__1	37	4363.14	9.6544
15790-17566(+)__1	78	8830.04	8.753
20916-21069(-)__1	25	3089.65	10.639
21050-21104(-)__1	5	661.77	5.5488
21252-21441(-)__1	47	5763.5	7.1301
21439-21808(-)__1	30	3539.2	11.2477
21780-21858(+)__1	9	938.06	3.7498
22859-24260(+)__1	50	5753.69	6.9406
26321-26813(-)__1	30	3396.97	11.4779
26929-27253(-)__1	19	2486.03	7.1981
27254-27842(-)__1	41	4829.53	6.9169
27822-28050(-)__1	24	2754.26	4.1089
28922-30632(+)__1	62	6751.95	4.2271
31535-33446(-)__1	92	10546.61	10.458
37284-38955(-)__1	44	4717.43	4.3699
39519-41154(+)__1	54	6373.55	7.0024
43237-46918(-)__1	90	10097.76	6.0277
48734-51308(-)__1	41	5055.73	8.5919
52258-54130(+)__1	45	5296.24	10.6777
54288-55623(-)__1	28	3048.5	6.0099
55867-58012(+)__1	60	6986.07	6.4237
58263-58887(+)__1	17	1942.35	10.7687
59035-59800(-)__1	32	3594.28	7.9893
60061-60970(-)__1	40	4399.95	7.1313
61127-63152(-)__1	62	7123.29	11.0851
63390-63573(+)__1	29	3386.87	10.7045
63653-63950(+)__1	29	3746.41	9.126
64078-64342(+)__1	38	4540.24	8.7184
64560-66432(+)__1	81	9211.04	9.8866
66761-68384(+)__1	42	4673.35	4.1473
68672-70085(-)__1	66	7606.04	10.1131
70748-71369(-)__1	24	2683.07	6.9698
71717-73091(+)__1	41	4832.62	10.0169
74143-78202(+)__1	91	9861.59	9.2985
78397-79377(-)__1	51	5744.66	9.8302
79630-79987(-)__1	49	5939.79	11.2684
80851-84067(+)__1	74	8549.73	8.2685
84450-89733(-)__1	64	6990.97	8.5175
90464-91157(+)__1	53	6123.09	10.396
92072-93230(+)__1	81	9406.11	11.2795
93304-94408(-)__1	31	3405.74	3.6989
94582-95452(-)__1	54	6154.45	10.2871
95657-97151(-)__1	35	3788.38	8.2833
97827-99123(+)__1	37	4301.17	10.0922
99373-102454(-)__1	76	8658.07	8.7187
103060-105580(-)__1	38	4355.85	5.5722
106231-108526(+)__1	71	8599.2	11.1549
108644-110156(-)__1	110	12398.31	10.6817
111117-112689(+)__1	39	4267.05	9.326
114859-114962(+)__1	2	262.37	5.55
115089-116589(-)__1	56	6534.63	12.1315
117123-117354(+)__1	37	4116.62	9.313
117405-117885(-)__1	23	2767.07	3.6989
118120-119653(-)__1	29	2952.51	7.0019
120679-121009(+)__1	18	2031.46	9.5102
121287-123387(-)__1	67	7838.4	8.3697
124076-124517(+)__1	57	6906.88	9.9253
125841-127482(+)__1	36	4180.86	7.795
128587-129193(-)__1	29	3549.13	10.3119
129581-131933(+)__1	112	13264.15	7.1858
132626-136313(+)__1	49	5860.01	11.031
136687-143119(+)__1	75	8205.54	10.6117
143555-144203(+)__1	41	4852.75	8.011
144996-147483(+)__1	60	6941.24	12.0815
147729-150366(-)__1	56	6010.17	10.6816
150705-150779(-)__1	5	673.87	12.5
152466-154287(-)__1	88	10450.46	10.6027
154494-155823(+)__1	34	4016.75	8.5423
156509-157121(+)__1	53	6311.29	10.4871
157420-159940(+)__1	50	5642.69	9.2609
160083-160584(-)__1	37	4176.97	10.2465
160823-161744(+)__1	17	1905.21	10.8005
161938-163285(-)__1	31	3531.09	7.201
163552-165160(+)__1	84	9854.52	9.8274
165325-165417(-)__1	13	1490.76	5.8614
166325-166988(-)__1	47	5546.51	12.5138
167174-168236(-)__1	61	6625.87	11.1794
172238-172310(+)__1	4	420.52	5.55
172620-173709(+)__1	43	5012.92	10.8277
173976-174627(+)__1	22	2450.75	11.3761
175044-175116(-)__1	10	1071.27	3.7498
176699-177026(+)__1	21	2278.61	11.2801
177359-178196(-)__1	53	6259.14	6.1881
178575-179292(+)__1	32	3653.07	6.0166
179458-179530(-)__1	13	1321.53	5.8614
181609-182086(-)__1	45	5369.57	12.5608
182374-183400(+)__1	61	6648.5	9.9995
184193-189881(+)__1	82	9679.17	8.6907
190172-190910(-)__1	54	6021.97	11.0216
191744-192609(+)__1	34	4188.99	8.5779
192994-193345(-)__1	22	2567.9	4.4987
193502-193698(+)__1	18	2291.54	7.1606
194050-194770(-)__1	80	9502.17	10.0162
195642-195903(-)__1	22	2457.85	10.4449
196578-197247(+)__1	24	2909.6	12.8042
197493-197575(-)__1	10	1116.38	7.7968
201070-202177(+)__1	62	7403.77	10.5558
203152-204793(+)__1	44	5014.9	9.2021
205441-206257(+)__1	24	2797.25	11.4778
206372-207374(-)__1	34	3929.72	9.9225
208818-209709(-)__1	74	8359.75	11.8119
209883-210099(-)__1	11	1192.49	3.8497
210840-211998(+)__1	64	7558.04	11.0665
212340-215418(-)__1	51	5752.6	10.2101
215776-216862(+)__1	84	9948.4	10.8204
217264-217825(+)__1	24	2736.43	11.222
218863-219163(-)__1	32	3316.99	10.784
219576-220686(+)__1	74	8606.24	9.3003
220962-221799(-)__1	38	4496.52	12.3724
222652-224581(+)__1	76	8668.18	8.5189
225354-227079(+)__1	58	6716.81	7.1282
227598-230382(+)__1	47	5675.64	12.5179
230679-231417(-)__1	30	3383.88	12.053
232053-233064(+)__1	14	1720.15	12.5083
233467-235003(+)__1	25	2857.46	5.9268
236438-237368(+)__1	38	4528.34	10.0152
237711-241788(-)__1	57	6447.38	4.3124
242158-243109(-)__1	60	6693.92	7.831
243348-243657(-)__1	39	5049.97	10.0974
243914-245723(-)__1	81	9605.28	9.6896
246906-247785(-)__1	19	2250.71	7.1998
248355-250776(-)__1	81	9080.6	7.6983
251326-253081(-)__1	52	5832.83	11.0821
253753-257215(+)__1	46	5340.31	8.5868
257131-257215(+)__1	8	912.09	3.7498
257425-260047(-)__1	107	12490.32	9.6941
260286-261450(+)__1	30	3478.09	11.1523
261655-262096(+)__1	15	1643.81	4.4209
262090-262807(-)__1	33	4002.84	10.9324
263023-263497(-)__1	26	2933.42	12.3341
263662-265474(-)__1	55	6376.17	7.1586
265679-266279(-)__1	37	4501.18	11.4742
266769-267738(+)__1	46	5128.99	11.1085
267910-268906(+)__1	32	3831.39	11.246
269049-269682(-)__1	25	3016.54	4.109
269951-270503(+)__1	27	3082.83	8.9738
270750-272706(-)__1	62	7002.2	11.6675
273001-273940(-)__1	60	6937.04	9.9327
274259-274784(-)__1	40	4560.36	6.9411
275655-276663(-)__1	42	4773.41	6.9727
278591-280280(+)__1	102	11537.77	11.0409
280901-283706(+)__1	46	5308.27	10.8277
285118-285190(+)__1	7	774.98	10.0
285737-289454(+)__1	51	5785.85	8.1212
289759-291208(+)__1	77	8999.55	10.4947
291600-293322(+)__1	46	5746.88	10.9234
293837-295358(+)__1	61	7394.48	9.9353
295620-298935(+)__1	33	4126.91	8.4674
299109-299781(-)__1	40	4609.25	12.2797
300047-300992(+)__1	62	7240.51	11.5249
302110-305551(+)__1	43	5186.92	7.7784
305944-310831(-)__1	58	7159.22	10.0952
311273-313340(+)__1	59	6921.18	7.4224
313614-316467(+)__1	48	5633.83	11.1804
316729-317770(+)__1	57	6530.58	6.0439
317954-318506(-)__1	36	4311.08	8.7122
318782-320591(+)__1	41	4530.31	9.3258
320796-321723(-)__1	41	4683.46	8.0027
321960-322191(+)__1	26	3048.67	9.1303
322351-323131(-)__1	50	5541.59	6.0584
325512-326937(+)__1	59	6780.83	4.8564
327243-328395(-)__1	54	6552.3	7.3966
329008-329080(-)__1	10	1077.22	9.849
329968-331306(+)__1	61	6850.93	6.7032
331870-333073(+)__1	42	5030.76	10.0141
333410-334580(+)__1	45	5374.42	12.3878
334948-335980(+)__1	31	3680.35	7.0023
336465-340821(+)__1	50	5709.61	7.8211
341101-342538(-)__1	65	7654.21	8.9248
343035-343779(+)__1	48	5748.59	4.733
344080-345721(-)__1	88	10383.76	9.7669
346088-346877(-)__1	23	2784.44	10.9626
348471-348545(+)__1	17	1890.12	7.982
348815-350294(-)__1	49	5502.61	12.2135
351307-352516(+)__1	18	2128.48	9.1628
353883-353955(+)__1	4	505.63	10.0
354153-355695(-)__1	40	4800.53	6.717
357843-359562(+)__1	48	5560.11	5.4805
360159-363270(+)__1	53	6294.48	5.9615
363651-364344(+)__1	55	6089.1	7.8332
364602-365544(+)__1	60	7358.65	10.8341
365798-367916(-)__1	65	7532.81	10.3433
368226-368868(+)__1	20	2339.75	11.6501
369197-371717(-)__1	57	6894.13	10.5167
372609-373134(+)__1	27	3012.61	8.2926
373466-374330(-)__1	66	8043.08	10.3141
374834-375332(+)__1	31	3472.07	11.9345
375652-379027(+)__1	68	7702.04	9.8085
379281-380058(+)__1	40	4808.66	7.988
380318-381044(+)__1	34	3850.55	7.1624
381678-383523(-)__1	85	9592.23	7.1852
385343-388136(+)__1	37	4617.38	7.1622
388429-389821(+)__1	26	3041.51	4.2289
390289-391525(+)__1	41	4888.62	10.3734
392751-392824(+)__1	10	1042.3	5.55
393618-395937(+)__1	112	12736.03	11.2445
399758-400739(+)__1	52	5719.88	10.4442
401098-403222(+)__1	55	6492.81	10.9594
403548-404184(-)__1	23	2571.98	7.6821
404465-404576(-)__1	7	814.05	3.7498
405235-406102(-)__1	42	4830.27	4.8085
406482-406950(-)__1	27	3065.38	7.0002
408195-409491(+)__1	27	3136.72	8.6636
409654-412249(-)__1	25	2815.25	9.2749
413747-413820(+)__1	1	149.21	5.55
414004-414820(-)__1	48	5464.02	4.7563
415414-416065(+)__1	33	3939.48	7.2008
417811-419335(+)__1	55	6139.9	4.8003
419793-421068(+)__1	38	4274.96	8.0214
421669-424279(+)__1	37	4314.87	3.6713
424462-425224(-)__1	25	2763.22	10.7939
425624-426812(-)__1	91	10474.94	9.8955
427744-428536(-)__1	44	4923.72	12.8136
429329-429605(+)__1	48	5659.66	11.2886
431207-431281(+)__1	1	149.21	5.55
431777-434624(+)__1	46	5538.4	8.5305
435272-436298(+)__1	57	6837.01	11.0233
436425-436497(-)__1	8	924.08	3.7498
436816-437854(+)__1	47	5231.3	12.0839
438263-439931(+)__1	48	5119.66	4.322
440190-440901(+)__1	45	5063.16	11.0111
441110-442238(-)__1	31	3625.24	9.4351
442443-443658(-)__1	36	4046.58	4.2971
444263-444416(-)__1	36	4174.63	11.2292
444906-448332(+)__1	43	5233.1	12.3569
448607-450314(-)__1	48	5706.54	10.9112
450615-451362(-)__1	30	3472.02	6.9681
451622-452729(+)__1	56	6467.51	10.3883
453551-453622(+)__1	2	246.32	5.55
453782-454226(-)__1	68	7336.53	10.6355
454840-456331(-)__1	52	5775.69	7.1027
456622-456709(+)__1	3	425.54	5.5494
456730-458338(-)__1	47	5604.67	10.5657
458854-461020(-)__1	46	5449.27	9.1029
461471-462701(-)__1	37	4243.91	7.9843
463117-464155(-)__1	19	2321.82	5.4325
467294-467612(+)__1	58	7128.37	9.73
467709-467907(-)__1	12	1503.74	10.4339
468038-468454(-)__1	32	3506.18	8.7981
468886-474742(-)__1	70	8336.84	9.8427
475315-476500(-)__1	68	7640.66	10.904
476756-478961(+)__1	56	6272.12	10.307
479187-480387(-)__1	41	4896.59	6.4435
480941-484031(-)__1	46	5685.66	10.5595
485394-485466(+)__1	46	5685.66	10.5595
485672-486854(+)__1	31	3633.4	10.6487
487172-488363(+)__1	59	6744.95	10.3609
488831-492206(+)__1	61	6842.85	9.8603
492589-494683(-)__1	44	5010.83	11.0569
495546-496413(+)__1	26	3209.92	10.4393
496608-497643(-)__1	39	4420.18	10.3587
498012-499854(+)__1	32	3961.69	12.2015
500488-502162(-)__1	51	6066.14	8.4894
502606-503278(+)__1	30	3646.45	11.5291
503470-505012(+)__1	61	7084.2	9.5992
505283-506585(+)__1	37	4364.17	9.3585
506700-507462(-)__1	39	4494.19	9.7213
507725-510824(-)__1	68	7811.22	12.1411
511277-513968(-)__1	58	7213.31	8.912
514567-515356(+)__1	33	3629.29	9.2374
516001-517693(+)__1	62	6989.25	9.0624
518082-518805(-)__1	19	2400.94	12.6817
519157-519829(-)__1	35	4303.95	8.7423
520184-521078(-)__1	48	5468.41	10.239
521558-522461(-)__1	54	6028.9	10.8709
522939-524292(+)__1	30	3208.78	5.9266
524688-525618(+)__1	50	5766.59	8.3698
526123-526621(-)__1	46	5128.28	8.299
527563-531400(+)__1	63	7612.55	7.9739
531788-532847(+)__1	30	3520.15	6.1012
533184-534555(+)__1	79	9019.76	9.7987
535191-536727(+)__1	49	5772.71	10.9698
538176-540774(+)__1	44	5013.65	11.5965
541251-542114(-)__1	65	7780.45	12.1548
543327-543774(-)__1	25	2687.17	6.9658
